,id,speaker_id,utterance_order,transcript_id,corpus_id,gloss,num_tokens,stem,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_id,target_child_age,target_child_name,target_child_sex,type,media_end,media_start,media_unit,collection_id,collection_name,num_morphemes,language,corpus_name
297,9897104,14891,21,25506,201,of course they will,4,of course they will,prep n pro:sub mod,SID,,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,4.0,eng,Wells
298,9897181,14890,23,25506,201,you're wrong,2,you wrong,pro:per adj,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,3.0,eng,Wells
299,9897196,14891,24,25506,201,on there,2,on there,prep adv,SID,,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,2.0,eng,Wells
300,9897383,14891,33,25506,201,yeh you would,3,yeh you will,co pro:per mod,SID,,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,4.0,eng,Wells
301,9897402,14890,34,25506,201,I know I xxx easy,5,I know I ease,pro:sub v pro:sub adj,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,6.0,eng,Wells
302,9897402,14890,34,25506,201,I know I xxx easy,5,I know I ease,pro:sub v pro:sub adj,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,6.0,eng,Wells
303,9897430,14891,35,25506,201,fine,1,fine,adv,SID,,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,1.0,eng,Wells
304,9897444,14891,36,25506,201,what's happening,2,what happen,pro:int part,SID,,Adult,14879.0,23.9532639273907,Ellen,female,question,,,,13,Eng-UK,4.0,eng,Wells
305,9897456,14890,37,25506,201,xxx to get a rebate,5,to get a rebate,inf v det:art n,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,4.0,eng,Wells
306,9897456,14890,37,25506,201,xxx to get a rebate,5,to get a rebate,inf v det:art n,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,4.0,eng,Wells
307,9897481,14891,38,25506,201,xxx,1,,,SID,,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,,eng,Wells
308,9897647,14891,44,25506,201,mind you xxx,3,mind you,v pro:per,SID,,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,2.0,eng,Wells
309,9897663,14890,45,25506,201,xxx,1,,,REN,Rene,Adult,14879.0,23.9532639273907,Ellen,female,declarative,,,,13,Eng-UK,,eng,Wells
310,9904122,14902,346,25511,201,what you got there,4,what you get there,pro:int pro:per v adv,JAN,Janet,Adult,14879.0,39.132220374134995,Ellen,female,question,,,,13,Eng-UK,5.0,eng,Wells
311,9904153,14900,347,25511,201,um,1,,,OTH,Unknown,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,,eng,Wells
312,9904332,14902,353,25511,201,,0,,,JAN,Janet,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,,eng,Wells
313,9904341,14900,354,25511,201,I think they're better eating,5,I think they good eat,pro:sub v pro:sub adj part,OTH,Unknown,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,8.0,eng,Wells
314,9904369,14902,355,25511,201,she'll be,2,she be,pro:sub cop,JAN,Janet,Adult,14879.0,39.132220374134995,Ellen,female,trail off,,,,13,Eng-UK,3.0,eng,Wells
315,9904394,14900,356,25511,201,goodbye then,2,goodbye then,co adv:tem,OTH,Unknown,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,2.0,eng,Wells
316,9904408,14900,357,25511,201,xxx,1,,,OTH,Unknown,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,,eng,Wells
317,9904419,14902,358,25511,201,yeh,1,yeh,co,JAN,Janet,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,1.0,eng,Wells
318,9904708,14902,367,25511,201,won't they,2,will they,mod pro:sub,JAN,Janet,Adult,14879.0,39.132220374134995,Ellen,female,question,,,,13,Eng-UK,3.0,eng,Wells
319,9904718,14900,368,25511,201,yeh,1,yeh,co,OTH,Unknown,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,1.0,eng,Wells
320,9904768,14900,370,25511,201,got another xxx now,4,get another now,v qn adv,OTH,Unknown,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,4.0,eng,Wells
321,9904789,14902,371,25511,201,um,1,,,JAN,Janet,Adult,14879.0,39.132220374134995,Ellen,female,question,,,,13,Eng-UK,,eng,Wells
322,9904910,14902,377,25511,201,I xxx,2,I,pro:sub,JAN,Janet,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,1.0,eng,Wells
323,9904927,14900,378,25511,201,xxx,1,,,OTH,Unknown,Adult,14879.0,39.132220374134995,Ellen,female,declarative,,,,13,Eng-UK,,eng,Wells
